,Lost Data,Number of Iterations,Reward
1192,379.0637384,1193,-164.2421376
1193,354.6131284,1194,-156.3913714
1194,397.3099073,1195,-169.9408004
1195,403.7081991,1196,-171.2800098
1196,380.4973158,1197,-166.1369449
1197,375.9933138,1198,-163.9461298
1198,364.1354807,1199,-160.4155393
1199,353.0321132,1200,-160.5061591
1200,375.661347,1201,-163.0329624
1201,379.2558809,1202,-165.5444705
1202,368.5962909,1203,-163.8543289
1203,368.2756467,1204,-161.450815
1204,359.9362616,1205,-160.3951977
1205,365.4604685,1206,-160.702733
1206,365.7252318,1207,-163.9831137
1207,332.4057589,1208,-151.2822157
1208,359.8443143,1209,-161.6705222
1209,340.9273792,1210,-155.5993558
1210,301.6146413,1211,-142.5282382
1211,365.5985359,1212,-163.8531284
1212,345.9083455,1213,-157.2301025
1213,363.9877013,1214,-160.1961054
1214,283.1758907,1215,-135.0165739
1215,342.9161542,1216,-156.4009663
1216,312.4985847,1217,-143.4767399
1217,308.9220107,1218,-142.4109224
1218,316.1352855,1219,-145.7025281
1219,349.9119571,1220,-156.739795
1220,354.0364568,1221,-162.4437677
1221,332.8400683,1222,-152.6792191
1222,269.2686188,1223,-129.3545925
1223,319.0977062,1224,-146.5390337
1224,318.7375793,1225,-147.5126013
1225,305.2242069,1226,-141.1026159
1226,355.6803319,1227,-157.2123475
1227,305.931674,1228,-140.9722304
1228,320.1016593,1229,-147.3405661
1229,286.4746218,1230,-138.0942411
1230,350.6062469,1231,-158.7805661
1231,295.7217179,1232,-140.3675061
1232,298.4392387,1233,-140.04041
1233,307.7284529,1234,-143.8781064
1234,324.4236213,1235,-149.8751098
1235,298.9780381,1236,-140.6978526
1236,315.3566618,1237,-147.2312445
1237,259.8744265,1238,-127.669634
1238,333.8733041,1239,-150.9656223
1239,296.2467057,1240,-140.2104929
1240,264.0346022,1241,-128.8390727
1241,268.4382626,1242,-130.6549536
1242,284.7833577,1243,-136.7461884
1243,269.3025378,1244,-131.5384871
1244,251.3116154,1245,-125.0070766
1245,268.2732064,1246,-132.4996193
1246,230.0920449,1247,-119.912123
1247,285.3113714,1248,-136.5662274
1248,244.2193265,1249,-123.5274085
1249,278.6772572,1250,-135.028736
1250,222.7599805,1251,-116.2345437
1251,283.327672,1252,-135.8032504
1252,269.3012201,1253,-132.2519668
1253,264.806491,1254,-129.9377257
1254,284.967838,1255,-138.3136359
1255,285.7700342,1256,-137.5398341
1256,280.9678868,1257,-135.3542118
1257,294.1191801,1258,-140.7938409
1258,261.8507565,1259,-130.0038458
1259,240.9621279,1260,-123.4317033
1260,278.5741337,1261,-135.2756759
1261,294.8032211,1262,-139.0855149
1262,320.5076623,1263,-149.3987701
1263,288.988531,1264,-137.6381162
1264,258.6454856,1265,-128.8093411
1265,255.8149829,1266,-126.7310688
1266,266.8130307,1267,-131.6290678
1267,235.4589556,1268,-120.2455637
1268,231.9986335,1269,-119.3697316
1269,272.9622743,1270,-132.9457687
1270,262.6148853,1271,-129.0098389
1271,233.3667155,1272,-120.9557638
1272,221.6598829,1273,-116.8130503
1273,215.0419717,1274,-114.088531
1274,256.0484627,1275,-127.4367106
1275,251.3227428,1276,-126.0901025
1276,225.3852123,1277,-118.0828306
1277,281.4399707,1278,-136.4903367
1278,286.5558809,1279,-138.3314788
1279,315.5902391,1280,-148.5047633
1280,280.5039043,1281,-135.6800878
1281,233.5347975,1282,-120.1933236
1282,306.4620791,1283,-143.4545242
1283,247.5402635,1284,-126.2413372
1284,331.0426061,1285,-151.5214837
1285,238.1899463,1286,-121.872123
1286,280.1941435,1287,-136.9449097
1287,283.2667155,1288,-136.9221083
