Number of Iterations,Reward,Lost Data
131,-129.3647801,255.6828446
132,-126.8227859,249.2802053
133,-124.9609677,244.7906158
134,-126.6792082,248.9285924
135,-122.4253079,237.4470674
136,-123.0073021,238.6784457
137,-123.4739883,240.3070381
138,-120.2068035,231.3821114
139,-120.0497654,231.1929619
140,-119.162434,227.6696481
141,-120.7343695,231.927566
142,-118.7752199,227.0828446
143,-217.1455718,472.8346041
144,-114.3802346,214.7995601
145,-117.1507331,222.1656891
146,-113.4189736,211.8740469
147,-113.4033431,211.0010264
148,-111.5855132,207.5451613
149,-110.7556891,204.8895894
150,-109.8681232,201.4719941
151,-109.2968622,200.4507331
152,-108.3105572,197.0300587
153,-108.2387977,196.093695
154,-107.9268622,196.1624633
155,-105.5939003,190.1907625
156,-106.1190029,190.4001466
157,-106.3705865,191.7274194
158,-105.5955718,189.8228739
159,-105.8417889,190.2514663
160,-104.8421114,187.5341642
161,-104.2311437,185.7868035
162,-103.661437,183.5542522
163,-100.9463636,176.7812317
164,-103.0922287,182.5674487
165,-101.446217,177.820088
166,-252.4109091,553.9928152
167,-99.34519062,172.2687683
168,-96.04788856,163.5123167
169,-98.13674487,169.5848974
170,-98.94164223,170.8695015
171,-93.3685044,156.3464809
172,-96.12747801,162.4539589
173,-94.11404692,157.7942815
174,-92.49225806,152.942522
175,-92.39612903,152.4932551
176,-93.62005865,155.7693548
177,-92.95920821,153.759824
178,-92.71524927,152.1217009
179,-93.1972434,153.2643695
180,-89.98331378,145.6199413
181,-90.70844575,147.4199413
182,-91.10571848,148.638563
183,-90.69480938,147.013783
184,-87.31932551,138.7400293
185,-89.3573607,142.2900293
186,-86.62533724,135.0714076
187,-87.68756598,138.463783
188,-91.01205279,146.7181818
189,-92.21475073,149.2300587
190,-88.20741935,138.6875367
191,-87.69967742,136.8903226
192,-89.01334311,140.8929619
193,-87.7355132,137.0129032
194,-85.27771261,130.9178886
195,-85.31281525,131.0258065
196,-79.78747801,116.5819648
197,-84.31715543,128.5439883
198,-85.30076246,130.0151026
199,-83.40671554,125.3954545
200,-83.0711437,123.9058651
201,-84.06392962,125.5300587
202,-81.66390029,119.1945748
203,-85.22865103,128.3813783
204,-89.52571848,138.5228739
205,-86.55739003,130.9847507
206,-81.17108504,118.0780059
207,-83.07571848,123.044868
208,-83.52457478,123.6244868
209,-81.6802346,119.1016129
210,-81.81982405,117.8010264
211,-84.43190616,124.4045455
212,-78.62055718,109.4601173
213,-76.84894428,105.9218475
214,-85.27958944,125.9445748
215,-80.63791789,115.0020528
216,-79.21041056,111.9354839
217,-77.61354839,106.4972141
218,-79.38020528,111.9494135
219,-81.83055718,116.9590909
220,-77.1597654,104.8788856
221,-77.12970674,104.9851906
222,-77.06067449,105.3221408
223,-75.38108504,100.8665689
224,-77.41674487,105.1089443
225,-77.69821114,105.8492669
226,-80.1711437,112.2277126
227,-77.67777126,106.0492669
228,-79.18539589,108.1834311
229,-80.86780059,113.1922287
230,-82.16454545,116.4359238
231,-79.14876833,108.7351906
232,-79.30973607,108.3953079
233,-73.33404692,93.45791789
234,-77.50618768,102.9645161
235,-79.14782991,106.8706745
236,-74.64653959,96.14164223
237,-75.23744868,96.56319648
238,-75.91882698,98.38944282
239,-82.76463343,115.3133431
240,-86.68788856,124.6797654
241,-80.868739,111.1344575
242,-77.01313783,101.5944282
243,-74.30513196,94.24706745
244,-80.44469208,108.7070381
245,-73.90260997,92.25835777
246,-73.21612903,90.8372434
247,-76.89038123,100.140176
248,-79.06994135,105.5945748
249,-75.99117302,98.94237537
250,-74.77903226,94.56304985
251,-74.15788856,92.99002933
252,-78.73486804,103.3565982
253,-72.43378299,87.58372434
254,-76.04366569,97.80894428
255,-75.03334311,95.56906158
256,-76.81920821,98.68108504
257,-71.00052786,84.82536657
258,-76.63964809,98.56392962
259,-76.43985337,98.05527859
260,-72.73222874,87.62052786
261,-77.52014663,100.3931085
262,-79.84184751,106.8351906
263,-76.71917889,98.57580645
264,-81.78463343,110.6309384
265,-72.78398827,88.01202346
266,-70.23431085,81.17595308
267,-77.0885044,98.47639296
268,-81.06677419,108.1343109
269,-78.69231672,102.2329912
270,-75.1698827,93.54237537
271,-81.71539589,110.1920821
272,-79.30454545,103.4208211
273,-74.68656891,92.72815249
274,-84.79521994,117.2611437
275,-73.92304985,90.35014663
276,-75.73419355,94.30249267
277,-77.75181818,99.75894428
278,-72.45,86.19648094
279,-75.9126393,94.84208211
280,-74.73422287,92.15630499
281,-73.45258065,88.84956012
282,-70.52997067,80.50014663
283,-70.54387097,81.93519062
284,-73.11542522,87.54296188
285,-76.64627566,96.57903226
286,-71.8958651,85.28035191
287,-81.22340176,107.6222874
288,-80.55935484,105.6395894
289,-71.54841642,83.35234604
290,-77.16791789,96.61847507
291,-73.14090909,86.83504399
292,-69.00293255,76.6568915
293,-71.84085044,82.74545455
294,-72.31058651,83.87580645
295,-74.86284457,90.74032258
296,-67.65609971,71.76671554
297,-67.77164223,71.7
298,-66.92554252,69.9
299,-64.20762463,63.47360704
300,-73.78671554,86.64237537
301,-79.25302053,99.69046921
302,-68.38841642,73.24926686
303,-72.91527859,84.19985337
304,-79.36797654,99.81656891
305,-70.09199413,76.50014663
306,-73.4358651,84.54457478
307,-76.4516129,92.29472141
308,-78.97354839,98.2659824
309,-73.56093842,84.02331378
310,-72.77818182,82.98284457
311,-77.78659824,95.62668622
312,-74.42434018,86.53372434
313,-74.75744868,88.14545455
314,-71.01824047,78.39604106
315,-72.35800587,82.34296188
316,-77.65181818,94.75821114
317,-72.72175953,82.16730205
318,-73.91026393,85.35117302
319,-73.96762463,85.52756598
320,-70.99131965,78.65498534
321,-69.50442815,74.47771261
322,-77.4870088,94.36818182
323,-82.64082111,106.3931085
324,-73.86096774,84.7568915
325,-76.60407625,91.31774194
326,-74.58568915,87.41730205
327,-71.81524927,80.46920821
328,-74.71296188,86.98035191
329,-71.71105572,79.09618768
330,-68.06167155,70.15234604
331,-75.83633431,88.83387097
332,-76.2829912,90.31158358
333,-74.55788856,85.52961877
334,-72.86354839,81.49721408
335,-73.45771261,82.74252199
336,-72.10941349,79.69252199
337,-74.70753666,86.09985337
338,-72.11240469,79.45439883
339,-72.80111437,81.16334311
340,-72.3988563,79.98357771
341,-74.98237537,87.08387097
342,-70.42826979,75.28255132
343,-73.35155425,82.18387097
344,-75.59697947,88.03387097
345,-76.2871261,89.59061584
346,-76.76539589,90.87243402
347,-75.58686217,87.48621701
348,-70.18158358,74.53753666
349,-73.34208211,81.87243402
350,-77.07378299,90.76730205
351,-74.35926686,84.09281525
352,-67.55175953,67.16568915
353,-64.71131965,60.17639296
354,-72.41375367,79.2143695
355,-70.11428152,73.09545455
356,-68.30929619,68.60498534
357,-70.80686217,74.16524927
358,-73.83812317,82.25659824
359,-76.85445748,89.82492669
360,-74.81739003,85.1941349
361,-76.48991202,88.48284457
362,-70.88316716,74.83255132
363,-68.53255132,68.87536657
364,-71.97105572,77.08856305
365,-72.82117302,79.32932551
366,-69.23439883,70.3202346
367,-70.16923754,72.30909091
368,-80.71674487,98.5202346
369,-68.14014663,67.65058651
370,-70.03076246,72.10953079
371,-73.57774194,80.72038123
372,-70.57917889,73.56671554
373,-74.61143695,82.89956012
374,-75.02017595,84.3026393
375,-77.50146628,89.79472141
376,-66.7329912,64.01173021
377,-66.76964809,64.20601173
378,-72.88539589,78.70175953
379,-64.75621701,58.75087977
380,-71.52202346,75.75703812
381,-69.19407625,69.87302053
382,-73.7742522,80.7516129
383,-74.04536657,81.51187683
384,-63.47290323,55.69472141
385,-69.638739,70.63826979
386,-74.59,82.64618768
387,-72.6857478,77.90205279
388,-71.66304985,75.42595308
389,-68.41211144,68.06656891
390,-72.73460411,78.22580645
391,-74.7897654,83.2702346
392,-67.99043988,66.2957478
393,-73.21252199,78.96788856
394,-75.29225806,84.29002933
395,-70.67005865,72.87565982
396,-68.97771261,69.04252199
397,-72.61633431,78.28020528
398,-76.41668622,87.06260997
399,-67.13985337,63.86686217
400,-72.63815249,77.14706745
401,-80.97706745,98.22346041
402,-79.06108504,93.25571848
403,-81.91,99.85014663
404,-70.74577713,72.82668622
405,-65.41709677,59.20806452
406,-77.46961877,88.76568915
407,-67.03434018,63.36480938
408,-65.40105572,59.57302053
409,-76.37788856,85.95571848
410,-77.96483871,90.28782991
411,-69.05032258,68.16832845
412,-68.70252199,66.5840176
413,-74.37645161,81.04193548
414,-72.3802346,75.49237537
415,-69.42994135,68.31642229
416,-74.6557478,81.26363636
417,-73.96832845,79.83651026
418,-65.87454545,59.38211144
419,-70.47017595,70.93900293
420,-71.04469208,72.41378299
421,-72.83516129,76.55454545
422,-81.98434018,99.18372434
423,-68.0259824,64.49677419
424,-68.66422287,66.16202346
425,-76.81612903,86.05058651
426,-65.96991202,59.59120235
427,-64.12545455,55.35395894
428,-70.13255132,69.94648094
429,-68.3359824,65.13064516
430,-70.97527859,70.93709677
431,-69.0829912,66.50879765
432,-65.30428152,57.52756598
433,-70.64912023,70.53958944
434,-74.69014663,80.50835777
435,-68.43568915,65.12331378
436,-68.7013783,65.19369501
437,-76.40284457,84.47668622
438,-68.94785924,66.38357771
439,-61.29917889,47.14824047
440,-70.87953079,70.50894428
441,-84.6085044,104.9230205
442,-74.13571848,78.40381232
443,-70.55375367,69.971261
444,-77.42363636,86.92785924
445,-73.69061584,77.45967742
446,-65.41859238,57.36979472
447,-66.32715543,59.42859238
448,-73.46554252,76.90615836
449,-72.27372434,73.96143695
450,-72.30167155,74.20909091
451,-71.43442815,71.81920821
452,-71.79475073,72.94912023
453,-73.94486804,78.1686217
454,-75.34067449,81.72961877
455,-69.4841349,66.9526393
456,-69.05146628,65.4127566
457,-74.39061584,78.98607038
458,-70.37181818,68.73929619
459,-70.49633431,68.96994135
460,-72.77592375,75.00249267
461,-70.88982405,70.34956012
462,-76.19815249,83.21715543
463,-70.52979472,68.93445748
464,-70.01313783,67.83709677
465,-67.73483871,62.22932551
466,-79.03225806,89.79105572
467,-79.32806452,90.71202346
468,-70.24134897,68.11803519
469,-70.33410557,68.15747801
470,-73.19387097,75.17492669
471,-69.89463343,67.1431085
472,-69.86824047,67.08079179
473,-72.16859238,72.52741935
474,-71.47296188,70.95513196
475,-69.85249267,66.88196481
476,-69.1656305,65.43240469
477,-66.22387097,58.14398827
478,-79.28392962,90.47521994
479,-69.72017595,66.8627566
480,-71.77046921,71.86568915
481,-73.52334311,75.66686217
482,-74.33697947,77.80909091
483,-72.62856305,73.89178886
484,-79.41322581,90.12580645
485,-72.19703812,72.7414956
486,-65.81363636,57.09457478
487,-71.77824047,71.47272727
488,-72.08302053,72.47111437
489,-65.48507331,55.94692082
490,-63.23187683,50.5888563
491,-71.14821114,69.90865103
492,-72.85445748,74.21642229
493,-66.53768328,58.57844575
494,-69.92507331,66.71334311
495,-72.75486804,73.78782991
496,-70.02460411,67.14545455
497,-68.95442815,64.88607038
498,-69.49199413,66.03387097
499,-72.10821114,72.36363636
500,-74.4727566,78.30615836
501,-70.42829912,68.74853372
502,-68.22897361,63.08709677
503,-72.71498534,74.24164223
504,-81.15982405,95.07331378
505,-71.96785924,72.48929619
506,-67.00653959,60.3297654
507,-67.09445748,60.26363636
508,-76.2744868,82.73533724
509,-73.56252199,75.9627566
510,-72.56055718,73.69061584
511,-70.76782991,69.28577713
512,-62.20815249,47.96173021
513,-67.76134897,61.78240469
514,-70.51668622,68.68357771
515,-68.26313783,63.02771261
516,-71.98360704,72.10894428
517,-74.71202346,79.19208211
518,-69.32087977,65.84985337
519,-74.8327566,79.30146628
520,-67.81196481,61.89428152
521,-65.72595308,56.85703812
522,-77.28812317,85.43621701
523,-75.99117302,82.11686217
524,-72.63087977,73.88108504
525,-72.99434018,74.54780059
526,-70.09175953,67.71290323
527,-72.25656891,73.13592375
528,-70.22533724,68.29428152
529,-72.66237537,73.78753666
530,-64.26278592,53.25410557
531,-71.41947214,71.2026393
532,-75.8885044,81.96099707
533,-68.47392962,63.43739003
534,-75.88316716,81.32082111
535,-77.1831085,84.81627566
536,-64.44131965,53.67111437
537,-72.39548387,73.50337243
538,-74.49607038,78.25630499
539,-69.16472141,64.88944282
540,-70.26258065,67.94384164
541,-76.51832845,83.35410557
542,-78.17906158,87.28782991
543,-73.61131965,75.99677419
544,-67.28504399,60.41935484
545,-73.31260997,75.47727273
546,-64.74498534,54.01422287
547,-65.19750733,55.12903226
548,-74.79457478,78.78079179
549,-77.09938416,84.84340176
550,-76.30832845,82.94090909
551,-72.90979472,74.25029326
552,-72.5943695,73.55703812
553,-72.4559824,73.3228739
554,-65.10967742,55.06524927
555,-75.37351906,80.19516129
556,-73.92671554,76.59281525
557,-67.61017595,61.46495601
558,-65.38900293,55.77639296
559,-78.63249267,88.50205279
560,-76.29486804,82.85777126
561,-66.75601173,58.95747801
562,-65.21973607,55.14428152
563,-71.35055718,70.60146628
564,-74.11592375,77.20879765
565,-73.68073314,76.01085044
566,-64.94175953,54.24956012
567,-76.77923754,83.75527859
568,-74.20164223,77.26730205
569,-68.8571261,64.10029326
570,-70.46146628,67.84354839
571,-83.93671554,101.3630499
572,-69.07510264,64.52243402
573,-66.46354839,58.22815249
574,-72.96680352,74.36348974
575,-67.97680352,61.93431085
576,-66.2483871,57.56378299
577,-75.02530792,79.48592375
578,-75.75483871,81.20527859
579,-75.27067449,79.76759531
580,-72.36997067,72.5414956
581,-75.50486804,80.42272727
582,-79.96372434,91.7329912
583,-72.30052786,72.38621701
584,-72.41747801,72.75923754
585,-66.70278592,58.84824047
586,-73.02715543,74.22844575
587,-75.12533724,79.19164223
588,-70.22653959,67.36070381
589,-67.5755132,60.88709677
590,-64.50313783,53.01187683
591,-81.28879765,94.55997067
592,-80.75794721,93.04222874
593,-65.93662757,56.68357771
594,-69.40046921,65.40733138
595,-69.03914956,64.22727273
596,-66.70032258,58.3068915
597,-72.48375367,72.60967742
598,-66.47639296,57.78005865
599,-67.51175953,60.40513196
600,-69.15170088,64.36935484
601,-71.1973607,69.56964809
602,-82.64721408,97.9340176
603,-72.39173021,72.55557185
604,-71.60064516,70.83812317
605,-69.17501466,64.24985337
606,-69.05595308,63.93753666
607,-76.69316716,82.73548387
608,-69.9229912,66.24076246
609,-68.55067449,62.89794721
610,-70.91519062,68.83489736
611,-71.65158358,70.45410557
612,-71.06328446,68.98519062
613,-70.78759531,68.31979472
614,-75.58480938,79.93343109
615,-72.3502346,71.81950147
616,-62.94155425,48.78533724
617,-68.31082111,62.13152493
618,-67.3826393,60.01451613
619,-66.54791789,57.79208211
620,-73.14381232,74.30014663
621,-75.2756305,79.13665689
622,-68.51123167,62.56290323
623,-65.92140762,56.15249267
624,-64.39504399,52.36407625
625,-62.68217009,48.36231672
626,-72.37627566,71.87727273
627,-63.55958944,50.32492669
628,-67.65498534,60.67888563
629,-70.57642229,67.78636364
630,-71.70844575,70.4441349
631,-68.2611437,61.78372434
632,-64.63674487,52.83636364
633,-69.43565982,64.63753666
634,-78.76061584,87.69882698
635,-79.80431085,90.45102639
636,-67.74891496,60.38035191
637,-70.42703812,67.13797654
638,-76.38961877,81.70718475
639,-73.51651026,74.71319648
640,-70.37184751,67.04032258
641,-72.71639296,72.58460411
642,-67.24328446,59.44618768
643,-70.38519062,67.12683284
644,-69.85222874,65.69912023
645,-71.38797654,69.24706745
646,-78.441261,86.8931085
647,-70.36970674,66.84252199
648,-70.78351906,67.74692082
649,-67.65900293,60.25821114
650,-80.5228739,91.69208211
651,-71.20390029,68.92434018
652,-64.87175953,52.9473607
653,-70.34026393,66.43900293
654,-74.44187683,76.87082111
655,-61.22914956,44.35219941
656,-61.17932551,44.02419355
657,-74.71709677,77.18313783
658,-79.31478006,88.54721408
659,-72.12252199,70.96979472
660,-69.39870968,64.48651026
661,-70.7268915,67.42390029
662,-74.01982405,75.74237537
663,-67.45486804,59.4601173
664,-79.35017595,88.74384164
665,-71.34521994,69.14017595
666,-61.7085044,45.50293255
667,-69.21557185,63.92785924
668,-70.6770088,67.41832845
669,-67.23369501,58.81554252
670,-63.0827566,48.80293255
671,-72.77788856,72.52390029
672,-71.58346041,69.78709677
673,-69.39357771,64.13460411
674,-72.77917889,72.79472141
675,-77.43266862,83.97756598
676,-67.46,59.19618768
677,-65.21478006,53.98269795
678,-75.12648094,78.29090909
679,-68.93131965,63.178739
680,-71.16791789,68.74090909
681,-76.53478006,81.89046921
682,-75.09225806,78.20718475
683,-73.84571848,75.19897361
684,-68.90897361,63.05322581
685,-61.91193548,45.84105572
686,-79.82346041,89.91422287
687,-74.93469208,77.9983871
688,-65.20692082,53.90806452
689,-69.86565982,65.49809384
690,-78.29879765,86.15571848
691,-75.7386217,79.82492669
692,-71.10316716,68.50571848
693,-65.78334311,55.31612903
694,-78.53384164,87.02741935
695,-78.35648094,86.33108504
696,-64.2744868,51.96187683
697,-72.14307918,70.9973607
698,-74.35055718,76.22463343
699,-70.36519062,66.75058651
700,-71.15225806,68.5111437
701,-76.49645161,81.7085044
702,-70.97313783,68.13665689
703,-66.11243402,56.15351906
704,-70.57935484,67.30615836
705,-70.88870968,67.7771261
706,-69.21621701,63.73152493
707,-74.7170088,77.55131965
708,-66.90794721,58.24677419
709,-68.39621701,61.62653959
710,-69.46492669,64.30014663
711,-64.77390029,52.66422287
712,-75.76410557,79.72184751
713,-73.23351906,73.56950147
714,-68.68099707,62.27800587
715,-73.8257478,74.98958944
716,-67.7173607,60.0558651
717,-75.57052786,79.26539589
718,-67.98237537,60.81920821
719,-66.25219941,56.37829912
720,-63.72868035,50.1244868
721,-75.49096774,79.15997067
722,-73.11938416,73.24750733
723,-70.1286217,65.97038123
724,-73.08536657,73.20278592
725,-68.58293255,62.18680352
726,-65.5572434,54.39164223
727,-73.31568915,73.66129032
728,-77.1327566,83.02434018
729,-68.05501466,60.64340176
730,-73.75475073,74.85791789
731,-79.6801173,89.54853372
732,-72.42832845,71.35674487
733,-73.27642229,73.5026393
734,-70.89460411,67.72038123
735,-70.96134897,68.04486804
736,-69.3885044,64.15307918
737,-69.90938416,65.28665689
738,-74.05328446,75.50527859
739,-74.59577713,76.77903226
740,-68.98173021,63.05366569
741,-72.98659824,73.01451613
742,-68.90847507,62.8558651
743,-68.19246334,61.26744868
744,-69.51064516,64.61788856
745,-72.06627566,70.48093842
746,-76.89888563,82.5441349
747,-69.77460411,65.02302053
748,-66.34357771,56.48944282
749,-71.87903226,70.03665689
750,-72.08829912,70.52316716
751,-70.22307918,65.99941349
752,-72.17847507,70.89706745
753,-72.96255132,72.89208211
754,-68.91659824,63.04296188
755,-60.6455132,42.75014663
756,-65.10064516,53.38211144
757,-73.90331378,75.12668622
758,-68.31580645,61.32653959
759,-61.32384164,44.02258065
760,-77.10903226,82.83489736
761,-76.5511437,81.53181818
762,-72.73181818,72.24560117
763,-70.52923754,66.86378299
764,-74.0258651,75.321261
765,-79.53762463,89.18680352
766,-76.0373607,80.38665689
767,-64.68102639,52.41187683
768,-70.87384164,67.62082111
769,-69.2171261,63.45337243
770,-67.05686217,58.30747801
771,-65.26416422,53.80923754
772,-67.89111437,60.45909091
773,-68.19278592,61.14545455
774,-66.00348974,55.54208211
775,-76.82398827,82.48152493
776,-71.87533724,70.2473607
777,-67.70583578,59.88225806
778,-70.24747801,66.08607038
779,-66.33527859,56.40454545
780,-69.19894428,63.51055718
781,-70.06387097,65.58123167
782,-64.40234604,51.65835777
783,-69.33674487,63.83856305
784,-72.7156305,72.12815249
785,-69.43695015,64.07258065
786,-71.26196481,68.64061584
787,-69.53668622,64.40073314
788,-70.54692082,66.69354839
789,-70.8498827,67.55909091
790,-75.70228739,79.55997067
791,-71.38607038,68.79692082
792,-77.77454545,84.71495601
793,-72.04651026,70.46818182
794,-73.76029326,74.8186217
795,-77.04307918,82.81847507
796,-75.45882698,78.88533724
797,-74.32721408,76.0526393
798,-78.88865103,87.27111437
799,-71.35002933,68.70498534
800,-71.97648094,70.21246334
801,-73.22123167,73.44164223
802,-75.42140762,78.80645161
803,-66.23929619,56.26173021
804,-71.7586217,69.88592375
805,-79.26090909,88.23108504
806,-72.52677419,71.7
807,-64.97979472,53.19912023
808,-73.08454545,72.96979472
809,-73.90768328,75.21642229
810,-67.91938416,60.45645161
811,-64.64539589,52.23665689
812,-72.36061584,71.24428152
813,-67.24991202,58.43636364
814,-67.82651026,60.2297654
815,-69.78269795,65.17155425
816,-78.15392962,85.48196481
817,-62.86806452,47.83914956
818,-68.73953079,62.39868035
819,-69.69929619,64.68812317
820,-67.16498534,58.48797654
821,-66.31812317,56.42947214
822,-72.56686217,71.88636364
823,-66.48410557,56.74178886
824,-69.01759531,63.09750733
825,-67.28680352,58.73387097
826,-70.00096774,65.52111437
827,-68.21407625,60.978739
828,-65.01043988,52.84501466
829,-76.02656891,80.09941349
830,-77.14466276,82.83782991
831,-64.65677419,52.32375367
832,-67.91325513,60.44296188
833,-69.35909091,63.70014663
834,-75.20677419,78.11407625
835,-76.48621701,81.23753666
836,-71.61052786,69.46070381
837,-73.84516129,74.9244868
838,-65.5614956,54.35278592
839,-70.87205279,67.45322581
840,-69.9311437,65.13577713
841,-62.88266862,47.75102639
842,-67.75117302,59.79032258
843,-76.9856305,82.55205279
844,-66.50143695,56.83093842
845,-65.11498534,53.34281525
846,-70.89378299,67.87228739
847,-73.43093842,73.65615836
848,-66.99167155,57.98504399
849,-67.9773607,60.44560117
850,-67.48454545,59.25205279
851,-73.25158358,73.56334311
852,-77.61997067,84.26070381
853,-64.11982405,50.98504399
854,-62.11703812,45.96158358
855,-80.70671554,91.88958944
856,-74.82914956,77.27082111
857,-72.80826979,72.46422287
858,-65.51108504,54.29824047
859,-65.57639296,54.52199413
860,-73.60313783,74.321261
861,-70.29903226,66.29560117
862,-69.28387097,63.61656891
863,-74.66202346,77.00146628
864,-73.77120235,74.64794721
865,-76.67692082,81.81510264
866,-68.63994135,62.00674487
867,-67.14844575,58.27800587
868,-67.81542522,60.17272727
869,-75.13017595,77.87492669
870,-71.28956012,68.63445748
871,-69.91912023,65.3
872,-69.99348974,65.33929619
873,-68.16929619,61.1728739
874,-65.23876833,53.86671554
875,-67.07797654,58.22096774
876,-68.6156305,62.01744868
877,-73.87733138,74.97375367
878,-76.05847507,80.2744868
879,-70.2557478,66.10307918
880,-72.99325513,72.87536657
881,-74.22609971,75.53592375
882,-69.3314956,63.54868035
883,-75.33492669,78.54809384
884,-61.4529912,44.30513196
885,-70.66865103,67.15733138
886,-72.33360704,71.21158358
887,-72.22363636,70.91466276
888,-74.02390029,75.30351906
889,-71.54460411,69.13826979
890,-68.5172434,61.68533724
891,-70.02416422,65.47096774
892,-71.9272434,70.12785924
893,-72.20806452,70.86290323
894,-67.20958944,58.52067449
895,-66.25806452,56.1473607
896,-70.84929619,67.54662757
897,-62.45164223,46.97038123
898,-73.53202346,74.17829912
899,-74.49249267,76.3888563
900,-69.6031085,64.4659824
901,-71.42706745,68.92507331
902,-69.85733138,64.94941349
903,-76.19219941,80.64545455
904,-70.91733138,67.63607038
905,-65.64876833,54.55630499
906,-71.43741935,68.95645161
907,-71.58381232,68.96686217
908,-69.60102639,64.53225806
909,-68.93624633,62.52756598
910,-74.17967742,75.52800587
911,-70.0571261,65.46906158
912,-71.4829912,69.0483871
913,-73.69935484,74.56730205
914,-69.64008798,64.53826979
915,-67.30847507,58.62492669
916,-72.80938416,72.14076246
917,-69.30351906,63.57771261
918,-70.09416422,65.56348974
919,-70.81272727,67.4643695
920,-69.42489736,64.01129032
921,-70.65692082,66.88607038
922,-70.5356305,66.73313783
923,-76.1373607,80.67697947
924,-76.5926393,81.49076246
925,-67.23398827,58.61466276
926,-72.90360704,72.36715543
927,-71.40466276,68.81407625
928,-74.20143695,75.58607038
929,-73.84334311,74.65234604
930,-73.56941349,74.25527859
931,-68.59,61.7627566
932,-73.10266862,73.05909091
933,-76.34099707,80.83049853
934,-72.61709677,71.71686217
935,-67.70296188,59.70645161
